,work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
330,2022,SE,FT,Data Analyst,112900,USD,US,100,US,M,112900
331,2022,SE,FT,Data Analyst,90320,USD,US,100,US,M,90320
332,2022,SE,FT,Data Analyst,112900,USD,US,100,US,M,112900
333,2022,SE,FT,Data Analyst,90320,USD,US,100,US,M,90320
334,2022,SE,FT,Data Engineer,165400,USD,US,100,US,M,165400
335,2022,SE,FT,Data Engineer,132320,USD,US,100,US,M,132320
336,2022,MI,FT,Data Analyst,167000,USD,US,100,US,M,167000
337,2022,SE,FT,Data Engineer,243900,USD,US,100,US,M,243900
338,2022,SE,FT,Data Analyst,136600,USD,US,100,US,M,136600
339,2022,SE,FT,Data Analyst,109280,USD,US,100,US,M,109280
340,2022,SE,FT,Data Engineer,128875,USD,US,100,US,M,128875
341,2022,SE,FT,Data Engineer,93700,USD,US,100,US,M,93700
342,2022,EX,FT,Head of Data Science,224000,USD,US,100,US,M,224000
343,2022,EX,FT,Head of Data Science,167875,USD,US,100,US,M,167875
344,2022,EX,FT,Analytics Engineer,175000,USD,US,100,US,M,175000
345,2022,SE,FT,Data Engineer,156600,USD,US,100,US,M,156600
346,2022,SE,FT,Data Engineer,108800,USD,US,0,US,M,108800
347,2022,SE,FT,Data Scientist,95550,USD,US,0,US,M,95550
348,2022,SE,FT,Data Engineer,113000,USD,US,0,US,L,113000
349,2022,SE,FT,Data Analyst,135000,USD,US,100,US,M,135000
350,2022,SE,FT,Data Science Manager,161342,USD,US,100,US,M,161342
351,2022,SE,FT,Data Science Manager,137141,USD,US,100,US,M,137141
352,2022,SE,FT,Data Scientist,167000,USD,US,100,US,M,167000
353,2022,SE,FT,Data Scientist,123000,USD,US,100,US,M,123000
354,2022,SE,FT,Data Engineer,60000,GBP,GB,0,GB,M,70200
355,2022,SE,FT,Data Engineer,50000,GBP,GB,0,GB,M,58500
356,2022,SE,FT,Data Scientist,150000,USD,US,0,US,M,150000
357,2022,SE,FT,Data Scientist,211500,USD,US,100,US,M,211500
358,2022,SE,FT,Data Architect,192400,USD,CA,100,CA,M,192400
359,2022,SE,FT,Data Architect,90700,USD,CA,100,CA,M,90700
360,2022,SE,FT,Data Analyst,130000,USD,CA,100,CA,M,130000
361,2022,SE,FT,Data Analyst,61300,USD,CA,100,CA,M,61300
362,2022,SE,FT,Data Analyst,130000,USD,CA,100,CA,M,130000
363,2022,SE,FT,Data Analyst,61300,USD,CA,100,CA,M,61300
364,2022,SE,FT,Data Engineer,160000,USD,US,0,US,L,160000
365,2022,SE,FT,Data Scientist,138600,USD,US,100,US,M,138600
366,2022,SE,FT,Data Engineer,136000,USD,US,0,US,M,136000
367,2022,MI,FT,Data Analyst,58000,USD,US,0,US,S,58000
368,2022,EX,FT,Analytics Engineer,135000,USD,US,100,US,M,135000
369,2022,SE,FT,Data Scientist,170000,USD,US,100,US,M,170000
370,2022,SE,FT,Data Scientist,123000,USD,US,100,US,M,123000
371,2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,US,M,189650
372,2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,US,M,164996
373,2022,MI,FT,ETL Developer,50000,EUR,GR,0,GR,M,50500
374,2022,MI,FT,ETL Developer,50000,EUR,GR,0,GR,M,50500
375,2022,EX,FT,Lead Data Engineer,150000,CAD,CA,100,CA,S,115500
376,2022,SE,FT,Data Analyst,132000,USD,US,0,US,M,132000
377,2022,SE,FT,Data Engineer,165400,USD,US,100,US,M,165400
378,2022,SE,FT,Data Architect,208775,USD,US,100,US,M,208775
379,2022,SE,FT,Data Architect,147800,USD,US,100,US,M,147800
380,2022,SE,FT,Data Engineer,136994,USD,US,100,US,M,136994
381,2022,SE,FT,Data Engineer,101570,USD,US,100,US,M,101570
382,2022,SE,FT,Data Analyst,128875,USD,US,100,US,M,128875
383,2022,SE,FT,Data Analyst,93700,USD,US,100,US,M,93700
384,2022,EX,FT,Head of Machine Learning,6000000,INR,IN,50,IN,L,78000
385,2022,SE,FT,Data Engineer,132320,USD,US,100,US,M,132320
386,2022,EN,FT,Machine Learning Engineer,28500,GBP,GB,100,GB,L,33345
387,2022,SE,FT,Data Analyst,164000,USD,US,0,US,M,164000
388,2022,SE,FT,Data Engineer,155000,USD,US,100,US,M,155000
389,2022,MI,FT,Machine Learning Engineer,95000,GBP,GB,0,GB,M,111150
390,2022,MI,FT,Machine Learning Engineer,75000,GBP,GB,0,GB,M,87750
391,2022,MI,FT,AI Scientist,120000,USD,US,0,US,M,120000
392,2022,SE,FT,Data Analyst,112900,USD,US,100,US,M,112900
393,2022,SE,FT,Data Analyst,90320,USD,US,100,US,M,90320
394,2022,SE,FT,Data Analytics Manager,145000,USD,US,100,US,M,145000
395,2022,SE,FT,Data Analytics Manager,105400,USD,US,100,US,M,105400
396,2022,MI,FT,Machine Learning Engineer,80000,EUR,FR,100,DE,M,80800
397,2022,MI,FT,Data Engineer,90000,GBP,GB,0,GB,M,105300
398,2022,SE,FT,Data Scientist,215300,USD,US,100,US,L,215300
399,2022,SE,FT,Data Scientist,158200,USD,US,100,US,L,158200
400,2022,SE,FT,Data Engineer,209100,USD,US,100,US,L,209100
401,2022,SE,FT,Data Engineer,154600,USD,US,100,US,L,154600
402,2022,SE,FT,Data Analyst,115934,USD,US,0,US,M,115934
403,2022,SE,FT,Data Analyst,81666,USD,US,0,US,M,81666
404,2022,SE,FT,Data Engineer,175000,USD,US,100,US,M,175000
405,2022,MI,FT,Data Engineer,75000,GBP,GB,0,GB,M,87750
406,2022,MI,FT,Data Analyst,58000,USD,US,0,US,S,58000
407,2022,SE,FT,Data Engineer,183600,USD,US,100,US,L,183600
408,2022,MI,FT,Data Analyst,40000,GBP,GB,100,GB,M,46800
409,2022,SE,FT,Data Scientist,180000,USD,US,100,US,M,180000
410,2022,MI,FT,Data Scientist,55000,GBP,GB,0,GB,M,64350
411,2022,MI,FT,Data Scientist,35000,GBP,GB,0,GB,M,40950
412,2022,MI,FT,Data Engineer,60000,EUR,GR,100,GR,M,60600
413,2022,MI,FT,Data Engineer,45000,EUR,GR,100,GR,M,45450
414,2022,MI,FT,Data Engineer,60000,GBP,GB,100,GB,M,70200
415,2022,MI,FT,Data Engineer,45000,GBP,GB,100,GB,M,52650
416,2022,SE,FT,Data Scientist,260000,USD,US,100,US,M,260000
417,2022,SE,FT,Data Science Engineer,60000,USD,AR,100,MX,L,60000
418,2022,MI,FT,Data Engineer,63900,USD,US,0,US,M,63900
419,2022,MI,FT,Machine Learning Scientist,160000,USD,US,100,US,L,160000
420,2022,MI,FT,Machine Learning Scientist,112300,USD,US,100,US,L,112300
421,2022,MI,FT,Data Science Manager,241000,USD,US,100,US,M,241000
422,2022,MI,FT,Data Science Manager,159000,USD,US,100,US,M,159000
423,2022,SE,FT,Data Scientist,180000,USD,US,0,US,M,180000
424,2022,SE,FT,Data Scientist,80000,USD,US,0,US,M,80000
425,2022,MI,FT,Data Engineer,82900,USD,US,0,US,M,82900
426,2022,SE,FT,Data Engineer,100800,USD,US,100,US,L,100800
427,2022,MI,FT,Data Engineer,45000,EUR,ES,100,ES,M,45450
428,2022,SE,FT,Data Scientist,140400,USD,US,0,US,L,140400
429,2022,MI,FT,Data Analyst,30000,GBP,GB,100,GB,M,35100
430,2022,MI,FT,Data Analyst,40000,EUR,ES,100,ES,M,40400
431,2022,MI,FT,Data Analyst,30000,EUR,ES,100,ES,M,30300
432,2022,MI,FT,Data Engineer,80000,EUR,ES,100,ES,M,80800
433,2022,MI,FT,Data Engineer,70000,EUR,ES,100,ES,M,70700
434,2022,MI,FT,Data Engineer,80000,GBP,GB,100,GB,M,93600
435,2022,MI,FT,Data Engineer,70000,GBP,GB,100,GB,M,81900
436,2022,MI,FT,Data Engineer,60000,EUR,ES,100,ES,M,60600
437,2022,MI,FT,Data Engineer,80000,EUR,GR,100,GR,M,80800
438,2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,US,M,189650
439,2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,US,M,164996
440,2022,MI,FT,Data Analyst,40000,EUR,GR,100,GR,M,40400
441,2022,MI,FT,Data Analyst,30000,EUR,GR,100,GR,M,30300
442,2022,MI,FT,Data Engineer,75000,GBP,GB,100,GB,M,87750
443,2022,MI,FT,Data Engineer,60000,GBP,GB,100,GB,M,70200
444,2022,SE,FT,Data Scientist,215300,USD,US,0,US,L,215300
445,2022,MI,FT,Data Engineer,70000,EUR,GR,100,GR,M,70700
446,2022,SE,FT,Data Engineer,209100,USD,US,100,US,L,209100
447,2022,SE,FT,Data Engineer,154600,USD,US,100,US,L,154600
448,2022,SE,FT,Data Engineer,180000,USD,US,100,US,M,180000
449,2022,EN,FT,ML Engineer,20000,EUR,PT,100,PT,L,20200
450,2022,SE,FT,Data Engineer,80000,USD,US,100,US,M,80000
451,2022,MI,FT,Machine Learning Developer,100000,CAD,CA,100,CA,M,77000
452,2022,EX,FT,Director of Data Science,250000,CAD,CA,50,CA,L,192500
453,2022,MI,FT,Machine Learning Engineer,120000,USD,US,100,US,S,120000
454,2022,EN,FT,Computer Vision Engineer,125000,USD,US,0,US,M,125000
455,2022,MI,FT,NLP Engineer,240000,CNY,US,50,US,L,33600
456,2022,SE,FT,Data Engineer,105000,USD,US,100,US,M,105000
457,2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,DE,0,DE,M,80800
458,2022,MI,FT,Business Data Analyst,1400000,INR,IN,100,IN,M,18200
459,2022,MI,FT,Data Scientist,2400000,INR,IN,100,IN,L,31200
460,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,PT,50,PT,L,53530
461,2022,EN,FT,Financial Data Analyst,100000,USD,US,50,US,L,100000
462,2022,MI,PT,Data Engineer,50000,EUR,DE,50,DE,L,50500
463,2022,EN,FT,Data Scientist,1400000,INR,IN,100,IN,M,18200
464,2022,SE,FT,Principal Data Scientist,148000,EUR,DE,100,DE,M,149480
465,2022,EN,FT,Data Engineer,120000,USD,US,100,US,M,120000
466,2022,SE,FT,Research Scientist,144000,USD,US,50,US,L,144000
467,2022,SE,FT,Data Scientist,104890,USD,US,100,US,M,104890
468,2022,SE,FT,Data Engineer,100000,USD,US,100,US,M,100000
469,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
470,2022,MI,FT,Data Analyst,135000,USD,US,100,US,M,135000
471,2022,MI,FT,Data Analyst,50000,USD,US,100,US,M,50000
472,2022,SE,FT,Data Scientist,220000,USD,US,100,US,M,220000
473,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
474,2022,MI,FT,Data Scientist,140000,GBP,GB,0,GB,M,163800
475,2022,MI,FT,Data Scientist,70000,GBP,GB,0,GB,M,81900
476,2022,SE,FT,Data Scientist,185100,USD,US,100,US,M,185100
477,2022,SE,FT,Machine Learning Engineer,220000,USD,US,100,US,M,220000
478,2022,MI,FT,Data Scientist,200000,USD,US,100,US,M,200000
479,2022,MI,FT,Data Scientist,120000,USD,US,100,US,M,120000
480,2022,SE,FT,Machine Learning Engineer,120000,USD,AE,100,AE,S,120000
481,2022,SE,FT,Machine Learning Engineer,65000,USD,AE,100,AE,S,65000
482,2022,EX,FT,Data Engineer,324000,USD,US,100,US,M,324000
483,2022,EX,FT,Data Engineer,216000,USD,US,100,US,M,216000
484,2022,SE,FT,Data Engineer,210000,USD,US,100,US,M,210000
485,2022,SE,FT,Machine Learning Engineer,120000,USD,US,100,US,M,120000
486,2022,SE,FT,Data Scientist,230000,USD,US,100,US,M,230000
487,2022,EN,PT,Data Scientist,100000,USD,DZ,50,DZ,M,100000
488,2022,MI,FL,Data Scientist,100000,USD,CA,100,US,M,100000
489,2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,TN,100,CZ,M,29290
490,2022,SE,FT,Head of Data,200000,USD,MY,100,US,M,200000
491,2022,MI,FT,Principal Data Analyst,75000,USD,CA,100,CA,S,75000
492,2022,MI,FT,Data Scientist,150000,PLN,PL,100,PL,L,32257.5
493,2022,SE,FT,Machine Learning Developer,100000,CAD,CA,100,CA,M,77000
494,2022,SE,FT,Data Scientist,100000,USD,BR,100,US,M,100000
495,2022,MI,FT,Machine Learning Scientist,153000,USD,US,50,US,M,153000
496,2022,EN,FT,Data Engineer,52800,EUR,PK,100,DE,M,53328
497,2022,SE,FT,Data Scientist,165000,USD,US,100,US,M,165000
498,2022,SE,FT,Research Scientist,85000,EUR,FR,50,FR,L,85850
499,2022,EN,FT,Data Scientist,66500,CAD,CA,100,CA,L,51205
500,2022,SE,FT,Machine Learning Engineer,57000,EUR,NL,100,NL,L,57570
501,2022,MI,FT,Head of Data,30000,EUR,EE,100,EE,S,30300
502,2022,EN,FT,Data Scientist,40000,USD,JP,100,MY,L,40000
503,2022,MI,FT,Machine Learning Engineer,121000,AUD,AU,100,AU,L,83490
504,2022,SE,FT,Data Engineer,115000,USD,US,100,US,M,115000
505,2022,EN,FT,Data Scientist,120000,AUD,AU,50,AU,M,82800
506,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,BO,100,US,L,75000
507,2022,MI,FT,Research Scientist,59000,EUR,AT,0,AT,L,59590
508,2022,EN,FT,Research Scientist,120000,USD,US,100,US,L,120000
509,2022,MI,FT,Applied Data Scientist,157000,USD,US,100,US,L,157000
510,2022,EN,FT,Computer Vision Software Engineer,150000,USD,AU,100,AU,S,150000
511,2022,MI,FT,Business Data Analyst,90000,CAD,CA,50,CA,L,69300
512,2022,EN,FT,Data Engineer,65000,USD,US,100,US,S,65000
513,2022,SE,FT,Machine Learning Engineer,65000,EUR,IE,100,IE,S,65650
514,2022,EN,FT,Data Analytics Engineer,20000,USD,PK,0,PK,M,20000
515,2022,MI,FT,Data Scientist,48000,USD,RU,100,US,S,48000
516,2022,SE,FT,Data Science Manager,152500,USD,US,100,US,M,152500
517,2022,MI,FT,Data Engineer,62000,EUR,FR,100,FR,M,62620
518,2022,MI,FT,Data Scientist,115000,CHF,CH,0,CH,L,120750
519,2022,SE,FT,Applied Data Scientist,380000,USD,US,100,US,L,380000
520,2022,MI,FT,Data Scientist,88000,CAD,CA,100,CA,M,67760
521,2022,EN,FT,Computer Vision Engineer,10000,USD,PT,100,LU,M,10000
522,2022,MI,FT,Data Analyst,20000,USD,GR,100,GR,S,20000
523,2022,SE,FT,Data Analytics Lead,405000,USD,US,100,US,L,405000
524,2022,MI,FT,Data Scientist,135000,USD,US,100,US,L,135000
525,2022,SE,FT,Applied Data Scientist,177000,USD,US,100,US,L,177000
526,2022,MI,FT,Data Scientist,78000,USD,US,100,US,M,78000
527,2022,SE,FT,Data Analyst,135000,USD,US,100,US,M,135000
528,2022,SE,FT,Data Analyst,100000,USD,US,100,US,M,100000
529,2022,SE,FT,Data Analyst,90320,USD,US,100,US,M,90320
530,2022,MI,FT,Data Analyst,85000,USD,CA,0,CA,M,85000
531,2022,MI,FT,Data Analyst,75000,USD,CA,0,CA,M,75000
532,2022,SE,FT,Machine Learning Engineer,214000,USD,US,100,US,M,214000
533,2022,SE,FT,Machine Learning Engineer,192600,USD,US,100,US,M,192600
534,2022,SE,FT,Data Architect,266400,USD,US,100,US,M,266400
535,2022,SE,FT,Data Architect,213120,USD,US,100,US,M,213120
536,2022,SE,FT,Data Analyst,112900,USD,US,100,US,M,112900
537,2022,SE,FT,Data Engineer,155000,USD,US,100,US,M,155000
538,2022,MI,FT,Data Scientist,141300,USD,US,0,US,M,141300
539,2022,MI,FT,Data Scientist,102100,USD,US,0,US,M,102100
540,2022,SE,FT,Data Analyst,115934,USD,US,100,US,M,115934
541,2022,SE,FT,Data Analyst,81666,USD,US,100,US,M,81666
542,2022,MI,FT,Data Engineer,206699,USD,US,0,US,M,206699
543,2022,MI,FT,Data Engineer,99100,USD,US,0,US,M,99100
544,2022,SE,FT,Data Engineer,130000,USD,US,100,US,M,130000
545,2022,SE,FT,Data Engineer,115000,USD,US,100,US,M,115000
546,2022,SE,FT,Data Engineer,110500,USD,US,100,US,M,110500
547,2022,SE,FT,Data Engineer,130000,USD,US,100,US,M,130000
548,2022,SE,FT,Data Analyst,99050,USD,US,100,US,M,99050
549,2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
550,2022,SE,FT,Data Scientist,205300,USD,US,0,US,L,205300
551,2022,SE,FT,Data Scientist,140400,USD,US,0,US,L,140400
552,2022,SE,FT,Data Scientist,176000,USD,US,100,US,M,176000
553,2022,SE,FT,Data Scientist,144000,USD,US,100,US,M,144000
554,2022,SE,FT,Data Engineer,200100,USD,US,100,US,M,200100
555,2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
556,2022,SE,FT,Data Engineer,145000,USD,US,100,US,M,145000
557,2022,SE,FT,Data Engineer,70500,USD,US,0,US,M,70500
558,2022,SE,FT,Data Scientist,205300,USD,US,0,US,M,205300
559,2022,SE,FT,Data Scientist,140400,USD,US,0,US,M,140400
560,2022,SE,FT,Analytics Engineer,205300,USD,US,0,US,M,205300
561,2022,SE,FT,Analytics Engineer,184700,USD,US,0,US,M,184700
562,2022,SE,FT,Data Engineer,175100,USD,US,100,US,M,175100
563,2022,SE,FT,Data Engineer,140250,USD,US,100,US,M,140250
564,2022,SE,FT,Data Analyst,116150,USD,US,100,US,M,116150
565,2022,SE,FT,Data Engineer,54000,USD,US,0,US,M,54000
566,2022,SE,FT,Data Analyst,170000,USD,US,100,US,M,170000
567,2022,MI,FT,Data Analyst,50000,GBP,GB,0,GB,M,58500
568,2022,SE,FT,Data Analyst,80000,USD,US,100,US,M,80000
569,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
570,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
571,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
572,2022,SE,FT,Data Analyst,100000,USD,US,100,US,M,100000
573,2022,SE,FT,Data Analyst,69000,USD,US,100,US,M,69000
574,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
575,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
576,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
577,2022,SE,FT,Data Analyst,150075,USD,US,100,US,M,150075
578,2022,SE,FT,Data Engineer,100000,USD,US,100,US,M,100000
579,2022,SE,FT,Data Engineer,25000,USD,US,100,US,M,25000
580,2022,SE,FT,Data Analyst,126500,USD,US,100,US,M,126500
581,2022,SE,FT,Data Analyst,106260,USD,US,100,US,M,106260
582,2022,SE,FT,Data Engineer,220110,USD,US,100,US,M,220110
583,2022,SE,FT,Data Engineer,160080,USD,US,100,US,M,160080
584,2022,SE,FT,Data Analyst,105000,USD,US,100,US,M,105000
585,2022,SE,FT,Data Analyst,110925,USD,US,100,US,M,110925
586,2022,MI,FT,Data Analyst,35000,GBP,GB,0,GB,M,40950
587,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
588,2022,SE,FT,Data Analyst,99000,USD,US,0,US,M,99000
589,2022,SE,FT,Data Analyst,60000,USD,US,100,US,M,60000
590,2022,SE,FT,Data Architect,192564,USD,US,100,US,M,192564
591,2022,SE,FT,Data Architect,144854,USD,US,100,US,M,144854
592,2022,SE,FT,Data Scientist,230000,USD,US,100,US,M,230000
593,2022,SE,FT,Data Scientist,150000,USD,US,100,US,M,150000
594,2022,SE,FT,Data Analytics Manager,150260,USD,US,100,US,M,150260
595,2022,SE,FT,Data Analytics Manager,109280,USD,US,100,US,M,109280
596,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
597,2022,SE,FT,Data Analyst,170000,USD,US,100,US,M,170000
598,2022,MI,FT,Data Scientist,160000,USD,US,100,US,M,160000
599,2022,MI,FT,Data Scientist,130000,USD,US,100,US,M,130000
600,2022,EN,FT,Data Analyst,67000,USD,CA,0,CA,M,67000
601,2022,EN,FT,Data Analyst,52000,USD,CA,0,CA,M,52000
602,2022,SE,FT,Data Engineer,154000,USD,US,100,US,M,154000
603,2022,SE,FT,Data Engineer,126000,USD,US,100,US,M,126000
604,2022,SE,FT,Data Analyst,129000,USD,US,0,US,M,129000
605,2022,SE,FT,Data Analyst,150000,USD,US,100,US,M,150000
606,2022,MI,FT,AI Scientist,200000,USD,IN,100,US,L,200000
